x1,x2,y
-0.8167765668566931,-0.5246198442377287,-0.9402987899472662
-0.6702574401595393,1.5256582553090705,0.7547023730168017
-0.1635993206884717,0.2685669608661949,0.0345507469875094
2.141419652448334,0.4283807314274458,1.8025431343136575
0.1636079531539968,0.2572431455475748,0.3147903383923128
-0.8006735802276034,2.0656172170535942,1.1174799753135334
-2.6388862627660057,-1.3569923431930522,-2.8484101217649145
1.0359394518420155,-0.3768409413829306,0.4471660051979115
0.1537722059185747,0.1920289225792469,0.2503215513657403
-1.5659960617579507,-0.3434014920869677,-1.309349074909279
0.9010081873337308,-1.5185772613434076,-0.4982694166899797
0.1957275376915046,-0.2492908911253582,-0.0480086611419978
1.2561932625778305,-0.1241732390624417,0.8288652780315352
0.4965810645285486,1.1618856144366283,1.241328289603472
0.5211864648577871,-0.4683058294282324,0.0423782158748521
-0.8203353296099708,-0.9370712068636488,-1.1951664292770678
-2.5795275943455827,0.1144351609254373,-1.7211192603195595
-0.0162824796169993,-2.248763242729848,-1.6616872846345845
-0.0143517647523096,-0.2519963211270815,-0.1422126576325316
0.6083714536053827,-0.2369524508674186,0.2485070393634007
0.98838356509502,1.42388285877085,1.669823088289195
1.807980695915795,-0.4857194454395359,0.9090791381589652
-1.395249157355723,-0.452249519366905,-1.310204301902068
2.1474637660701976,-1.3142183398177785,0.4805008732271605
-0.7572485661547402,-0.0708336299104501,-0.5234190105118577
-0.7034024860166964,-0.1484070034439596,-0.6116685266335364
-0.434101056679823,-0.2651528942863911,-0.506724218517261
-0.1736646312654949,0.6849533872940367,0.4141666854445767
0.4265927034846138,1.796693437002406,1.7013836786818035
-1.4521061293630952,-0.3540105705686339,-1.244707582948137
0.5595915985921412,-1.5433943081286754,-0.8285838594644248
0.8871498633405736,-0.2780606337475199,0.329006849574285
0.6564019555110135,-0.7980314197706132,-0.2450094022007785
-1.063539036712301,-0.6716867750398802,-1.2447539319327896
0.0750295626520651,-1.2203786724693555,-0.9942483607280364
-2.172501678668881,1.204658406959034,-0.6625799594148649
-1.3836353433994455,0.7997148673922777,-0.3841499939174503
-0.2477791280527548,0.7770164706251093,0.4299902395228917
1.433034939598383,1.185897450980848,1.816580528843473
